Chr	Start	End	Type	Var1	Var2	Var3
chr7	95018407	95018554	gene	gene_id ENSG00000231153.1	 gene_type processed_pseudogene	 gene_name AC002429.4
chr7	95035731	95214338	gene	gene_id ENSG00000236197.4	 gene_type lncRNA	 gene_name PPP1R9A-AS1
chr7	95098227	95098367	gene	gene_id ENSG00000201607.1	 gene_type snRNA	 gene_name RNU4-16P
chr7	95297676	95324532	gene	gene_id ENSG00000005421.9	 gene_type protein_coding	 gene_name PON1
chr7	95348718	95348910	gene	gene_id ENSG00000237160.2	 gene_type processed_pseudogene	 gene_name AC004022.7
chr7	95350164	95351229	gene	gene_id ENSG00000228751.1	 gene_type processed_pseudogene	 gene_name AC004022.8
chr7	95359872	95396375	gene	gene_id ENSG00000105852.11	 gene_type protein_coding	 gene_name PON3
chr7	95404862	95435329	gene	gene_id ENSG00000105854.13	 gene_type protein_coding	 gene_name PON2
chr7	95416108	95416462	gene	gene_id ENSG00000273138.1	 gene_type lncRNA	 gene_name GS1-293C5.1
chr7	95471835	95473998	gene	gene_id ENSG00000233942.1	 gene_type lncRNA	 gene_name AC004012.1
chr7	95478444	95540233	gene	gene_id ENSG00000005981.13	 gene_type protein_coding	 gene_name ASB4
chr7	95542145	95544542	gene	gene_id ENSG00000279525.1	 gene_type TEC	 gene_name GS1-306C12.1
chr7	95545191	95615132	gene	gene_id ENSG00000231170.7	 gene_type lncRNA	 gene_name AC002451.3
chr7	95583499	95596516	gene	gene_id ENSG00000004799.8	 gene_type protein_coding	 gene_name PDK4
chr7	95772506	96110322	gene	gene_id ENSG00000158560.14	 gene_type protein_coding	 gene_name DYNC1I1
chr7	96118647	96119995	gene	gene_id ENSG00000279067.1	 gene_type TEC	 gene_name GS1-25M2.1
chr7	96120220	96322147	gene	gene_id ENSG00000004864.14	 gene_type protein_coding	 gene_name SLC25A13
chr7	96219662	96219756	gene	gene_id ENSG00000208025.1	 gene_type miRNA	 gene_name MIR591
chr7	96283357	96283804	gene	gene_id ENSG00000237551.1	 gene_type processed_pseudogene	 gene_name AC096775.2
chr7	96306810	96306874	gene	gene_id ENSG00000275834.1	 gene_type processed_pseudogene	 gene_name RP11-440E5.1
chr7	96330638	96330744	gene	gene_id ENSG00000207045.1	 gene_type snRNA	 gene_name RNU6-532P
chr7	96341140	96341246	gene	gene_id ENSG00000207115.1	 gene_type snRNA	 gene_name RNU6-364P
chr7	96377857	96377920	gene	gene_id ENSG00000252872.1	 gene_type snRNA	 gene_name RNU7-188P
chr7	96481626	96709891	gene	gene_id ENSG00000127922.9	 gene_type protein_coding	 gene_name SEM1
chr7	96858182	96859618	gene	gene_id ENSG00000227284.2	 gene_type processed_pseudogene	 gene_name MARK2P10
chr7	96940068	96940364	gene	gene_id ENSG00000244318.3	 gene_type misc_RNA	 gene_name RN7SL252P
chr7	96955141	97014088	gene	gene_id ENSG00000231764.10	 gene_type lncRNA	 gene_name DLX6-AS1
chr7	96965302	96965481	gene	gene_id ENSG00000274409.1	 gene_type misc_RNA	 gene_name ENSG10010139841.1
chr7	96965489	96965695	gene	gene_id ENSG00000277124.1	 gene_type misc_RNA	 gene_name ENSG10010137930.1
chr7	97005553	97011040	gene	gene_id ENSG00000006377.11	 gene_type protein_coding	 gene_name DLX6
chr7	97013925	97014066	gene	gene_id ENSG00000274709.1	 gene_type misc_RNA	 gene_name ENSG10010134504.1
chr7	97020396	97024950	gene	gene_id ENSG00000105880.7	 gene_type protein_coding	 gene_name DLX5
chr7	97117698	97181763	gene	gene_id ENSG00000196636.8	 gene_type protein_coding	 gene_name SDHAF3
chr7	97135015	97135561	gene	gene_id ENSG00000224551.1	 gene_type processed_pseudogene	 gene_name HMGB3P21
chr7	97200708	97201483	gene	gene_id ENSG00000224475.1	 gene_type processed_pseudogene	 gene_name AC073900.4
chr7	97437518	97437896	gene	gene_id ENSG00000226046.1	 gene_type processed_pseudogene	 gene_name AP1S2P1
chr7	97598933	97599260	gene	gene_id ENSG00000199475.1	 gene_type misc_RNA	 gene_name RN7SKP104
chr7	97732084	97740472	gene	gene_id ENSG00000006128.12	 gene_type protein_coding	 gene_name TAC1
chr7	97851677	97872542	gene	gene_id ENSG00000070669.17	 gene_type protein_coding	 gene_name ASNS
chr7	97851688	97972985	gene	gene_id ENSG00000284707.2	 gene_type lncRNA	 gene_name RP5-1090P18.1
chr7	97870167	97870289	gene	gene_id ENSG00000226744.1	 gene_type processed_pseudogene	 gene_name AC079781.5
chr7	97885868	97886074	gene	gene_id ENSG00000231812.1	 gene_type processed_pseudogene	 gene_name SNRPCP9
chr7	97898347	97899115	gene	gene_id ENSG00000237818.1	 gene_type processed_pseudogene	 gene_name RPS3AP29
chr7	97906429	97906822	gene	gene_id ENSG00000231859.1	 gene_type processed_pseudogene	 gene_name AC007875.2
chr7	97908256	97908424	gene	gene_id ENSG00000232032.1	 gene_type processed_pseudogene	 gene_name AC079781.7
chr7	97928082	97928300	gene	gene_id ENSG00000284627.1	 gene_type transcribed_unprocessed_pseudogene	 gene_name RP5-1090P18.2
chr7	97938439	97938794	gene	gene_id ENSG00000232097.1	 gene_type processed_pseudogene	 gene_name AC079781.8
chr7	97946987	97947998	gene	gene_id ENSG00000238228.1	 gene_type unprocessed_pseudogene	 gene_name OR7E7P
chr7	97963658	97963726	gene	gene_id ENSG00000266318.1	 gene_type miRNA	 gene_name MIR5692A1
chr7	97964405	97964481	gene	gene_id ENSG00000266668.1	 gene_type miRNA	 gene_name MIR5692C2
chr7	97966090	97967074	gene	gene_id ENSG00000183444.10	 gene_type unprocessed_pseudogene	 gene_name OR7E38P
chr7	97966377	97970404	gene	gene_id ENSG00000285725.1	 gene_type lncRNA	 gene_name RP5-1111F22.1
chr7	97969005	97972254	gene	gene_id ENSG00000243554.1	 gene_type transcribed_unprocessed_pseudogene	 gene_name AC004967.7
chr7	97984684	97991169	gene	gene_id ENSG00000135175.5	 gene_type protein_coding	 gene_name OCM2
chr7	97998325	97998622	gene	gene_id ENSG00000277946.1	 gene_type misc_RNA	 gene_name RN7SL478P
chr7	98106862	98209638	gene	gene_id ENSG00000164715.6	 gene_type protein_coding	 gene_name LMTK2
chr7	98211439	98215457	gene	gene_id ENSG00000180535.4	 gene_type protein_coding	 gene_name BHLHA15
chr7	98214624	98252232	gene	gene_id ENSG00000205356.10	 gene_type protein_coding	 gene_name TECPR1
chr7	98252379	98310441	gene	gene_id ENSG00000164713.10	 gene_type protein_coding	 gene_name BRI3
chr7	98291650	98401090	gene	gene_id ENSG00000006453.14	 gene_type protein_coding	 gene_name BAIAP2L1
chr7	98322853	98323430	gene	gene_id ENSG00000272950.1	 gene_type lncRNA	 gene_name RP11-307C18.1
chr7	98385801	98386584	gene	gene_id ENSG00000214389.2	 gene_type processed_pseudogene	 gene_name RPS3AP26
chr7	98454119	98454617	gene	gene_id ENSG00000213455.3	 gene_type processed_pseudogene	 gene_name PPIAP82
chr7	98478551	98479225	gene	gene_id ENSG00000223402.1	 gene_type processed_pseudogene	 gene_name AC074121.4
chr7	98617285	98629869	gene	gene_id ENSG00000106236.4	 gene_type protein_coding	 gene_name NPTX2
chr7	98794718	98794824	gene	gene_id ENSG00000207204.1	 gene_type snRNA	 gene_name RNU6-393P
chr7	98846488	98870771	gene	gene_id ENSG00000166448.15	 gene_type protein_coding	 gene_name TMEM130
chr7	98877933	99050831	gene	gene_id ENSG00000196367.14	 gene_type protein_coding	 gene_name TRRAP
chr7	98881650	98881729	gene	gene_id ENSG00000266019.1	 gene_type miRNA	 gene_name MIR3609
chr7	98989867	98993778	gene	gene_id ENSG00000286305.1	 gene_type lncRNA	 gene_name RP4-808A1.2
chr7	98998538	98999930	gene	gene_id ENSG00000238109.1	 gene_type processed_pseudogene	 gene_name RNF14P3
chr7	99027440	99144108	gene	gene_id ENSG00000198742.10	 gene_type protein_coding	 gene_name SMURF1
chr7	99032894	99032940	gene	gene_id ENSG00000284840.1	 gene_type transcribed_unprocessed_pseudogene	 gene_name RP4-808A1.1
chr7	99173572	99250075	gene	gene_id ENSG00000185467.8	 gene_type protein_coding	 gene_name KPNA7
chr7	99238829	99311130	gene	gene_id ENSG00000002079.14	 gene_type transcribed_unitary_pseudogene	 gene_name MYH16
chr7	99252452	99325826	gene	gene_id ENSG00000284523.2	 gene_type lncRNA	 gene_name RP13-968A2.1
chr7	99325879	99394653	gene	gene_id ENSG00000284292.1	 gene_type protein_coding	 gene_name RP5-900K19.2
chr7	99325898	99366262	gene	gene_id ENSG00000241685.10	 gene_type protein_coding	 gene_name ARPC1A
chr7	99374249	99394816	gene	gene_id ENSG00000130429.15	 gene_type protein_coding	 gene_name ARPC1B
chr7	99392048	99408597	gene	gene_id ENSG00000106244.13	 gene_type protein_coding	 gene_name PDAP1
chr7	99408641	99419616	gene	gene_id ENSG00000106245.11	 gene_type protein_coding	 gene_name BUD31
chr7	99416739	99466163	gene	gene_id ENSG00000106246.18	 gene_type protein_coding	 gene_name PTCD1
chr7	99419749	99466197	gene	gene_id ENSG00000248919.7	 gene_type protein_coding	 gene_name ATP5MF-PTCD1
chr7	99438922	99457373	gene	gene_id ENSG00000160917.15	 gene_type protein_coding	 gene_name CPSF4
chr7	99442890	99443496	gene	gene_id ENSG00000228335.1	 gene_type processed_pseudogene	 gene_name AC073063.10
chr7	99448475	99466186	gene	gene_id ENSG00000241468.8	 gene_type protein_coding	 gene_name ATP5MF
chr7	99472890	99503650	gene	gene_id ENSG00000198556.14	 gene_type protein_coding	 gene_name ZNF789
chr7	99473877	99504857	gene	gene_id ENSG00000160908.15	 gene_type protein_coding	 gene_name ZNF394
chr7	99504662	99534700	gene	gene_id ENSG00000196652.12	 gene_type protein_coding	 gene_name ZKSCAN5
chr7	99546300	99558536	gene	gene_id ENSG00000221909.3	 gene_type protein_coding	 gene_name FAM200A
chr7	99558406	99576453	gene	gene_id ENSG00000197343.11	 gene_type protein_coding	 gene_name ZNF655
chr7	99558695	99607810	gene	gene_id ENSG00000272647.3	 gene_type protein_coding	 gene_name GS1-259H13.13
chr7	99598267	99611045	gene	gene_id ENSG00000244219.7	 gene_type protein_coding	 gene_name TMEM225B
chr7	99616946	99632408	gene	gene_id ENSG00000197037.11	 gene_type protein_coding	 gene_name ZSCAN25
chr7	99638242	99638767	gene	gene_id ENSG00000224448.1	 gene_type processed_pseudogene	 gene_name GS1-259H13.7
chr7	99648194	99679998	gene	gene_id ENSG00000106258.15	 gene_type protein_coding	 gene_name CYP3A5
chr7	99684957	99735102	gene	gene_id ENSG00000282301.4	 gene_type protein_coding	 gene_name CYP3A7-CYP3A51P
chr7	99685145	99700034	gene	gene_id ENSG00000282277.1	 gene_type unprocessed_pseudogene	 gene_name CYP3A51P
chr7	99705036	99735196	gene	gene_id ENSG00000160870.15	 gene_type protein_coding	 gene_name CYP3A7
chr7	99756960	99784248	gene	gene_id ENSG00000160868.15	 gene_type protein_coding	 gene_name CYP3A4
chr7	99766543	99766892	gene	gene_id ENSG00000273407.1	 gene_type lncRNA	 gene_name RP11-757A13.1
chr7	99820018	99820086	gene	gene_id ENSG00000261511.1	 gene_type unprocessed_pseudogene	 gene_name CYP3A137P
chr7	99828013	99866102	gene	gene_id ENSG00000021461.17	 gene_type protein_coding	 gene_name CYP3A43
chr7	99869841	99869894	gene	gene_id ENSG00000260445.1	 gene_type unprocessed_pseudogene	 gene_name CTD-3244O18.5
chr7	99872168	99872258	gene	gene_id ENSG00000260524.1	 gene_type unprocessed_pseudogene	 gene_name CYP3A52P
chr7	99876062	99877033	gene	gene_id ENSG00000244623.2	 gene_type protein_coding	 gene_name OR2AE1
chr7	99876958	99919531	gene	gene_id ENSG00000146833.16	 gene_type protein_coding	 gene_name TRIM4
chr7	99923266	99929620	gene	gene_id ENSG00000176402.6	 gene_type protein_coding	 gene_name GJC3
chr7	99929392	99948620	gene	gene_id ENSG00000237640.1	 gene_type lncRNA	 gene_name RP4-604G5.1
chr7	99936610	99936711	gene	gene_id ENSG00000199711.1	 gene_type misc_RNA	 gene_name Y_RNA
chr7	99952033	99952158	gene	gene_id ENSG00000222966.1	 gene_type snoRNA	 gene_name ENSG10010136215.1
chr7	99966720	99976042	gene	gene_id ENSG00000160862.13	 gene_type protein_coding	 gene_name AZGP1
chr7	99974976	99979233	gene	gene_id ENSG00000286921.1	 gene_type lncRNA	 gene_name RP4-604G5.5
chr7	99980762	99987535	gene	gene_id ENSG00000214313.8	 gene_type transcribed_unprocessed_pseudogene	 gene_name AZGP1P1
chr7	99992397	99993050	gene	gene_id ENSG00000235713.1	 gene_type unprocessed_pseudogene	 gene_name RP4-604G5.3
chr7	99997690	100011634	gene	gene_id ENSG00000286923.1	 gene_type lncRNA	 gene_name RP4-604G5.4
chr7	100015572	100041689	gene	gene_id ENSG00000106261.17	 gene_type protein_coding	 gene_name ZKSCAN1
chr7	100049774	100065040	gene	gene_id ENSG00000166529.15	 gene_type protein_coding	 gene_name ZSCAN21
chr7	100064033	100082548	gene	gene_id ENSG00000166526.18	 gene_type protein_coding	 gene_name ZNF3
chr7	100088969	100092187	gene	gene_id ENSG00000168090.10	 gene_type protein_coding	 gene_name COPS6
chr7	100092728	100101940	gene	gene_id ENSG00000166508.18	 gene_type protein_coding	 gene_name MCM7
chr7	100093560	100093643	gene	gene_id ENSG00000207547.1	 gene_type miRNA	 gene_name MIR25
chr7	100093768	100093847	gene	gene_id ENSG00000207757.1	 gene_type miRNA	 gene_name MIR93
chr7	100093993	100094074	gene	gene_id ENSG00000208036.1	 gene_type miRNA	 gene_name MIR106B
chr7	100101549	100110345	gene	gene_id ENSG00000221838.10	 gene_type protein_coding	 gene_name AP4M1
chr7	100107070	100119841	gene	gene_id ENSG00000106290.15	 gene_type protein_coding	 gene_name TAF6
chr7	100115214	100127139	gene	gene_id ENSG00000242798.1	 gene_type lncRNA	 gene_name RP11-506M12.1
chr7	100119634	100125508	gene	gene_id ENSG00000166997.8	 gene_type protein_coding	 gene_name CNPY4
chr7	100126785	100128495	gene	gene_id ENSG00000214309.5	 gene_type protein_coding	 gene_name MBLAC1
chr7	100130964	100140439	gene	gene_id ENSG00000235077.1	 gene_type lncRNA	 gene_name AC073842.19
chr7	100139629	100140682	gene	gene_id ENSG00000214142.2	 gene_type processed_pseudogene	 gene_name RPL7P60
chr7	100148907	100155944	gene	gene_id ENSG00000188186.10	 gene_type protein_coding	 gene_name LAMTOR4
chr7	100154420	100158723	gene	gene_id ENSG00000146826.17	 gene_type protein_coding	 gene_name TRAPPC14
chr7	100156605	100156669	gene	gene_id ENSG00000284518.1	 gene_type miRNA	 gene_name MIR4658
chr7	100159244	100168617	gene	gene_id ENSG00000197093.11	 gene_type protein_coding	 gene_name GAL3ST4
chr7	100169606	100177381	gene	gene_id ENSG00000213420.8	 gene_type protein_coding	 gene_name GPC2
chr7	100177563	100221488	gene	gene_id ENSG00000066923.18	 gene_type protein_coding	 gene_name STAG3
chr7	100200653	100272218	gene	gene_id ENSG00000239521.9	 gene_type transcribed_unprocessed_pseudogene	 gene_name CASTOR3
chr7	100218241	100221490	gene	gene_id ENSG00000213413.2	 gene_type protein_coding	 gene_name PVRIG
chr7	100307702	100322196	gene	gene_id ENSG00000214300.7	 gene_type protein_coding	 gene_name SPDYE3
chr7	100319222	100336307	gene	gene_id ENSG00000078319.10	 gene_type transcribed_unprocessed_pseudogene	 gene_name PMS2P1
chr7	100330777	100330877	gene	gene_id ENSG00000201913.1	 gene_type misc_RNA	 gene_name Y_RNA
chr7	100336079	100351900	gene	gene_id ENSG00000242294.6	 gene_type transcribed_unprocessed_pseudogene	 gene_name STAG3L5P
chr7	100336104	100367831	gene	gene_id ENSG00000272752.6	 gene_type lncRNA	 gene_name STAG3L5P-PVRIG2P-PILRB
chr7	100352176	100367733	gene	gene_id ENSG00000121716.20	 gene_type protein_coding	 gene_name PILRB
chr7	100352360	100353692	gene	gene_id ENSG00000235333.3	 gene_type transcribed_unprocessed_pseudogene	 gene_name PVRIG2P
chr7	100356651	100356721	gene	gene_id ENSG00000284012.1	 gene_type miRNA	 gene_name MIR6840
chr7	100367530	100400096	gene	gene_id ENSG00000085514.16	 gene_type protein_coding	 gene_name PILRA
chr7	100388809	100398366	gene	gene_id ENSG00000287631.1	 gene_type lncRNA	 gene_name CTB-161A2.8
chr7	100400826	100428992	gene	gene_id ENSG00000078487.18	 gene_type protein_coding	 gene_name ZCWPW1
chr7	100428790	100434118	gene	gene_id ENSG00000146834.14	 gene_type protein_coding	 gene_name MEPCE
chr7	100435257	100436510	gene	gene_id ENSG00000241357.1	 gene_type lncRNA	 gene_name RP11-758P17.2
chr7	100435282	100436497	gene	gene_id ENSG00000160813.7	 gene_type protein_coding	 gene_name PPP1R35
chr7	100436204	100438504	gene	gene_id ENSG00000240211.1	 gene_type lncRNA	 gene_name PPP1R35-AS1
chr7	100456620	100464260	gene	gene_id ENSG00000185955.5	 gene_type protein_coding	 gene_name C7orf61
chr7	100463359	100479232	gene	gene_id ENSG00000166925.9	 gene_type protein_coding	 gene_name TSC22D4
chr7	100482221	100483833	gene	gene_id ENSG00000286938.1	 gene_type lncRNA	 gene_name RP11-758P17.4
chr7	100483927	100494802	gene	gene_id ENSG00000166924.9	 gene_type protein_coding	 gene_name NYAP1
chr7	100509416	100520205	gene	gene_id ENSG00000225807.2	 gene_type lncRNA	 gene_name RP11-44M6.1
chr7	100530362	100530659	gene	gene_id ENSG00000242101.3	 gene_type misc_RNA	 gene_name RN7SL416P
chr7	100539203	100568220	gene	gene_id ENSG00000106351.13	 gene_type protein_coding	 gene_name AGFG2
chr7	100570131	100571136	gene	gene_id ENSG00000184414.2	 gene_type processed_pseudogene	 gene_name IRS3P
chr7	100572228	100573900	gene	gene_id ENSG00000205307.12	 gene_type protein_coding	 gene_name SAP25
chr7	100572232	100578700	gene	gene_id ENSG00000274272.1	 gene_type lncRNA	 gene_name RP11-44M6.7
chr7	100574011	100586129	gene	gene_id ENSG00000077454.16	 gene_type protein_coding	 gene_name LRCH4
chr7	100583982	100601117	gene	gene_id ENSG00000106336.13	 gene_type protein_coding	 gene_name FBXO24
chr7	100589402	100604206	gene	gene_id ENSG00000224729.6	 gene_type lncRNA	 gene_name PCOLCE-AS1
chr7	100602363	100608175	gene	gene_id ENSG00000106333.13	 gene_type protein_coding	 gene_name PCOLCE
chr7	100612102	100615384	gene	gene_id ENSG00000106330.12	 gene_type protein_coding	 gene_name MOSPD3
chr7	100620416	100642779	gene	gene_id ENSG00000106327.13	 gene_type protein_coding	 gene_name TFR2
chr7	100643097	100656448	gene	gene_id ENSG00000077080.10	 gene_type protein_coding	 gene_name ACTL6B
chr7	100673567	100679174	gene	gene_id ENSG00000172354.10	 gene_type protein_coding	 gene_name GNB2
chr7	100679507	100694250	gene	gene_id ENSG00000146830.11	 gene_type protein_coding	 gene_name GIGYF1
chr7	100706121	100707486	gene	gene_id ENSG00000172336.5	 gene_type protein_coding	 gene_name POP7
chr7	100720468	100723700	gene	gene_id ENSG00000130427.3	 gene_type protein_coding	 gene_name EPO
chr7	100733595	100797797	gene	gene_id ENSG00000146839.19	 gene_type protein_coding	 gene_name ZAN
chr7	100802565	100827523	gene	gene_id ENSG00000196411.10	 gene_type protein_coding	 gene_name EPHB4
chr7	100821027	100821264	gene	gene_id ENSG00000263672.2	 gene_type misc_RNA	 gene_name RN7SL750P
chr7	100826820	100867010	gene	gene_id ENSG00000146828.18	 gene_type protein_coding	 gene_name SLC12A9
chr7	100837314	100852616	gene	gene_id ENSG00000236305.1	 gene_type lncRNA	 gene_name SLC12A9-AS1
chr7	100867387	100873454	gene	gene_id ENSG00000087077.14	 gene_type protein_coding	 gene_name TRIP6
chr7	100868036	100868107	gene	gene_id ENSG00000283821.1	 gene_type miRNA	 gene_name MIR6875
chr7	100875103	100888664	gene	gene_id ENSG00000087087.20	 gene_type protein_coding	 gene_name SRRT
chr7	100888721	100889715	gene	gene_id ENSG00000176125.7	 gene_type protein_coding	 gene_name UFSP1
chr7	100889994	100896974	gene	gene_id ENSG00000087085.16	 gene_type protein_coding	 gene_name ACHE
chr7	100906291	100906572	gene	gene_id ENSG00000239825.3	 gene_type misc_RNA	 gene_name RN7SL549P
chr7	100928370	100928540	gene	gene_id ENSG00000235926.1	 gene_type processed_pseudogene	 gene_name RPS29P15
chr7	100949534	100968347	gene	gene_id ENSG00000169894.18	 gene_type protein_coding	 gene_name MUC3A
chr7	100963828	100968124	gene	gene_id ENSG00000274993.1	 gene_type lncRNA	 gene_name RP11-395B7.2
chr7	100969565	101018939	gene	gene_id ENSG00000205277.10	 gene_type protein_coding	 gene_name MUC12
chr7	101014320	101017608	gene	gene_id ENSG00000227053.1	 gene_type lncRNA	 gene_name MUC12-AS1
chr7	101020072	101058859	gene	gene_id ENSG00000169876.14	 gene_type protein_coding	 gene_name MUC17
chr7	101058299	101058567	gene	gene_id ENSG00000222636.1	 gene_type misc_RNA	 gene_name RN7SKP54
chr7	101085481	101097967	gene	gene_id ENSG00000169871.13	 gene_type protein_coding	 gene_name TRIM56
chr7	101127104	101139247	gene	gene_id ENSG00000106366.9	 gene_type protein_coding	 gene_name SERPINE1
chr7	101154456	101161596	gene	gene_id ENSG00000106367.15	 gene_type protein_coding	 gene_name AP1S1
chr7	101159473	101159555	gene	gene_id ENSG00000264425.1	 gene_type miRNA	 gene_name MIR4653
chr7	101162509	101165569	gene	gene_id ENSG00000128564.7	 gene_type protein_coding	 gene_name VGF
chr7	101170496	101180293	gene	gene_id ENSG00000167011.9	 gene_type protein_coding	 gene_name NAT16
chr7	101195007	101201038	gene	gene_id ENSG00000106384.12	 gene_type protein_coding	 gene_name MOGAT3
chr7	101201809	101203526	gene	gene_id ENSG00000205267.5	 gene_type unprocessed_pseudogene	 gene_name DGAT2L7P
chr7	101203614	101204495	gene	gene_id ENSG00000213394.3	 gene_type processed_pseudogene	 gene_name RPSAP46
chr7	101205977	101218420	gene	gene_id ENSG00000106397.12	 gene_type protein_coding	 gene_name PLOD3
chr7	101218165	101224190	gene	gene_id ENSG00000106400.12	 gene_type protein_coding	 gene_name ZNHIT1
chr7	101232092	101238820	gene	gene_id ENSG00000106404.14	 gene_type protein_coding	 gene_name CLDN15
chr7	101239458	101252316	gene	gene_id ENSG00000214253.9	 gene_type protein_coding	 gene_name FIS1
chr7	101269938	101270041	gene	gene_id ENSG00000207454.1	 gene_type snRNA	 gene_name RNU6-1104P
chr7	101273322	101273715	gene	gene_id ENSG00000278683.1	 gene_type unprocessed_pseudogene	 gene_name RP11-132A1.6
chr7	101287482	101289771	gene	gene_id ENSG00000214252.4	 gene_type unprocessed_pseudogene	 gene_name AZGP1P2
chr7	101299578	101301346	gene	gene_id ENSG00000232301.2	 gene_type lncRNA	 gene_name LNCPRESS1
chr7	101308270	101314800	gene	gene_id ENSG00000232445.2	 gene_type lncRNA	 gene_name EMSLR
chr7	101310914	101321823	gene	gene_id ENSG00000128581.17	 gene_type protein_coding	 gene_name IFT22
chr7	101362875	101559024	gene	gene_id ENSG00000160963.14	 gene_type protein_coding	 gene_name COL26A1
chr7	101388868	101389080	gene	gene_id ENSG00000233683.1	 gene_type processed_pseudogene	 gene_name RP5-1106H14.1
chr7	101562779	101569006	gene	gene_id ENSG00000233123.1	 gene_type lncRNA	 gene_name LINC01007
chr7	101613330	101629296	gene	gene_id ENSG00000106436.7	 gene_type protein_coding	 gene_name MYL10
chr7	101815904	102283958	gene	gene_id ENSG00000257923.12	 gene_type protein_coding	 gene_name CUX1
chr7	101822247	101824729	gene	gene_id ENSG00000259294.1	 gene_type lncRNA	 gene_name CTA-339C12.1
chr7	101960116	101961894	gene	gene_id ENSG00000272219.1	 gene_type lncRNA	 gene_name CTB-181H17.1
chr7	102153355	102154463	gene	gene_id ENSG00000261535.1	 gene_type lncRNA	 gene_name CTA-305I2.1
chr7	102161120	102161337	gene	gene_id ENSG00000280404.1	 gene_type pseudogene	 gene_name ENSG00000280404
chr7	102186819	102187039	gene	gene_id ENSG00000280004.1	 gene_type pseudogene	 gene_name ENSG00000280004
chr7	102188599	102188828	gene	gene_id ENSG00000279724.1	 gene_type pseudogene	 gene_name ENSG00000279724
chr7	102194076	102194164	gene	gene_id ENSG00000252824.1	 gene_type snoRNA	 gene_name ENSG10010137190.1
chr7	102264706	102264979	gene	gene_id ENSG00000278586.1	 gene_type processed_pseudogene	 gene_name CTA-313A17.5
chr7	102285091	102321711	gene	gene_id ENSG00000160999.10	 gene_type protein_coding	 gene_name SH2B2
chr7	102293103	102293187	gene	gene_id ENSG00000264675.1	 gene_type miRNA	 gene_name MIR4285
chr7	102327256	102329530	gene	gene_id ENSG00000170409.7	 gene_type unprocessed_pseudogene	 gene_name CTA-313A17.2
chr7	102336869	102336970	gene	gene_id ENSG00000200552.1	 gene_type misc_RNA	 gene_name Y_RNA
chr7	102337316	102339115	gene	gene_id ENSG00000228546.2	 gene_type unprocessed_pseudogene	 gene_name PMS2P12
chr7	102345746	102356444	gene	gene_id ENSG00000260097.3	 gene_type protein_coding	 gene_name SPDYE6
chr7	102363872	102426676	gene	gene_id ENSG00000128563.13	 gene_type protein_coding	 gene_name PRKRIP1
chr7	102364162	102380633	gene	gene_id ENSG00000239969.6	 gene_type transcribed_unprocessed_pseudogene	 gene_name RP11-163E9.2
chr7	102380465	102382737	gene	gene_id ENSG00000239486.1	 gene_type unprocessed_pseudogene	 gene_name RP11-163E9.1
chr7	102405742	102405855	gene	gene_id ENSG00000221510.1	 gene_type miRNA	 gene_name MIR548O
chr7	102426818	102434780	gene	gene_id ENSG00000239480.1	 gene_type lncRNA	 gene_name RP11-514P8.2
chr7	102433106	102456825	gene	gene_id ENSG00000160991.17	 gene_type protein_coding	 gene_name ORAI2
chr7	102456238	102464863	gene	gene_id ENSG00000160993.4	 gene_type protein_coding	 gene_name ALKBH4
chr7	102464956	102473168	gene	gene_id ENSG00000161036.13	 gene_type protein_coding	 gene_name LRWD1
chr7	102465742	102465826	gene	gene_id ENSG00000284176.1	 gene_type miRNA	 gene_name MIR5090
chr7	102471469	102471531	gene	gene_id ENSG00000284596.1	 gene_type miRNA	 gene_name MIR4467
chr7	102473118	102478907	gene	gene_id ENSG00000005075.15	 gene_type protein_coding	 gene_name POLR2J
chr7	102479976	102517777	gene	gene_id ENSG00000170667.15	 gene_type protein_coding	 gene_name RASA4B
chr7	102537918	102572653	gene	gene_id ENSG00000168255.20	 gene_type protein_coding	 gene_name POLR2J3
chr7	102538417	102543849	gene	gene_id ENSG00000284981.1	 gene_type protein_coding	 gene_name UPK3BL2
chr7	102541501	102592444	gene	gene_id ENSG00000270249.2	 gene_type protein_coding	 gene_name RP11-514P8.7
chr7	102551232	102562308	gene	gene_id ENSG00000205238.10	 gene_type protein_coding	 gene_name SPDYE2
chr7	102562133	102572583	gene	gene_id ENSG00000285437.1	 gene_type protein_coding	 gene_name POLR2J3
chr7	102573807	102616756	gene	gene_id ENSG00000105808.18	 gene_type protein_coding	 gene_name RASA4
chr7	102579104	102679295	gene	gene_id ENSG00000279168.2	 gene_type lncRNA	 gene_name RP11-514P8.10
chr7	102582523	102642869	gene	gene_id ENSG00000205236.6	 gene_type protein_coding	 gene_name RP11-514P8.6
chr7	102637025	102642791	gene	gene_id ENSG00000267368.1	 gene_type protein_coding	 gene_name UPK3BL1
chr7	102637049	102671641	gene	gene_id ENSG00000267645.5	 gene_type protein_coding	 gene_name RP11-577H5.5
chr7	102650325	102661398	gene	gene_id ENSG00000173678.14	 gene_type protein_coding	 gene_name SPDYE2B
chr7	102665368	102671629	gene	gene_id ENSG00000228049.7	 gene_type protein_coding	 gene_name POLR2J2
chr7	102681836	102690469	gene	gene_id ENSG00000233297.4	 gene_type unprocessed_pseudogene	 gene_name RASA4DP
